dataset,robot_type,embodiment_type,data_type,task,data_id,obj_pos_err,obj_quat_err,success,pos_err_threshold,quat_err_threshold,total_attempts,successful_attempts,success_rate,avg_pos_err,std_pos_err,avg_quat_err,std_quat_err,timestamp
oakink,ability,bimanual,mjwp,uncap_alcohol_burner,0,0.0300735840689575,0.3292375923578428,True,0.1,0.6,1,1,1.0,0.0300735840689575,0.0,0.3292375923578428,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,uncap_alcohol_burner,1,0.0321111044023408,0.2443298193758151,True,0.1,0.6,1,1,1.0,0.0321111044023408,0.0,0.2443298193758151,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,stir_beaker,0,0.0950294181238244,0.8596468906132696,False,0.1,0.6,1,0,0.0,0.0950294181238244,0.0,0.8596468906132696,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,stir_beaker,1,0.0966125412465772,0.732456725167378,False,0.1,0.6,1,0,0.0,0.0966125412465772,0.0,0.732456725167378,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,unplug,0,0.016225326244036,0.2125984391682572,True,0.1,0.6,1,1,1.0,0.016225326244036,0.0,0.2125984391682572,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,unplug,1,0.0125304410807596,0.2054702834076532,True,0.1,0.6,1,1,1.0,0.0125304410807596,0.0,0.2054702834076532,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,pick_spoon_bowl,0,0.0566482564059641,1.3261370534619217,False,0.1,0.6,1,0,0.0,0.0566482564059641,0.0,1.3261370534619217,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,pick_spoon_bowl,1,0.0281891018893759,0.8420216819454914,False,0.1,0.6,1,0,0.0,0.0281891018893759,0.0,0.8420216819454914,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,pick_spoon_bowl,2,0.0579457901289112,1.3099566812446064,False,0.1,0.6,1,0,0.0,0.0579457901289112,0.0,1.3099566812446064,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,lift_board,0,0.1114017368744425,0.2369462870856949,False,0.1,0.6,1,0,0.0,0.1114017368744425,0.0,0.2369462870856949,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,lift_board,1,0.0610060995994724,0.0683720395001713,True,0.1,0.6,1,1,1.0,0.0610060995994724,0.0,0.0683720395001713,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,lift_board,2,0.1107591425016781,0.2347945256542997,False,0.1,0.6,1,0,0.0,0.1107591425016781,0.0,0.2347945256542997,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,pour_tube,0,0.081418694038247,2.0756482092139525,False,0.1,0.6,1,0,0.0,0.081418694038247,0.0,2.0756482092139525,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,pour_tube,1,0.0798993825494478,2.2957855709533503,False,0.1,0.6,1,0,0.0,0.0798993825494478,0.0,2.2957855709533503,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,wipe_board,0,0.0328048128732818,0.3931731547568617,True,0.1,0.6,1,1,1.0,0.0328048128732818,0.0,0.3931731547568617,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp,wipe_board,1,0.0326004160997727,0.3928551719618398,True,0.1,0.6,1,1,1.0,0.0326004160997727,0.0,0.3928551719618398,0.0,2026-01-27 20:14:10
oakink,ability,bimanual,mjwp_act,uncap_alcohol_burner,3,0.0342058682099101,0.2058998792369232,True,0.1,0.5,1,1,1.0,0.0342058682099101,0.0,0.2058998792369232,0.0,2026-02-02 16:10:52
oakink,ability,bimanual,mjwp_act,uncap_alcohol_burner,4,0.014174243853749617,0.17036518602212858,True,0.1,0.5,1,1,1.0,0.014174243853749617,0.0,0.17036518602212858,0.0,2026-02-02 16:10:52
oakink,ability,bimanual,mjwp_act,uncap_alcohol_burner,1,0.027241286501356477,0.1666958494891015,True,0.1,0.5,1,1,1.0,0.027241286501356477,0.0,0.1666958494891015,0.0,2026-02-02 16:10:52
oakink,ability,bimanual,mjwp_act,uncap_alcohol_burner,0,0.06306334866823217,0.30308972583830673,True,0.1,0.5,1,1,1.0,0.06306334866823217,0.0,0.30308972583830673,0.0,2026-02-02 16:10:52
oakink,ability,bimanual,mjwp_act,uncap_alcohol_burner,2,0.02298420393571399,0.23982041692894937,True,0.1,0.5,1,1,1.0,0.02298420393571399,0.0,0.23982041692894937,0.0,2026-02-02 16:10:52
oakink,ability,bimanual,mjwp_act,stir_beaker,3,0.06543105150800531,1.3813236663323638,False,0.1,0.5,1,0,0.0,0.06543105150800531,0.0,1.3813236663323638,0.0,2026-02-02 16:10:52
oakink,ability,bimanual,mjwp_act,stir_beaker,4,0.05452474259011648,1.3690832391793368,False,0.1,0.5,1,0,0.0,0.05452474259011648,0.0,1.3690832391793368,0.0,2026-02-02 16:10:52
oakink,ability,bimanual,mjwp_act,stir_beaker,1,0.05356842582422581,1.1115095067181562,False,0.1,0.5,1,0,0.0,0.05356842582422581,0.0,1.1115095067181562,0.0,2026-02-02 16:10:52
oakink,ability,bimanual,mjwp_act,stir_beaker,0,0.06388265769417441,1.3470751934043583,False,0.1,0.5,1,0,0.0,0.06388265769417441,0.0,1.3470751934043583,0.0,2026-02-02 16:10:52
