dataset,robot_type,embodiment_type,data_type,task,data_id,directory,obj_pos_err,obj_quat_err,obj_pos_err_right,obj_pos_err_left,obj_quat_err_right,obj_quat_err_left,success,pos_err_threshold,quat_err_threshold
oakink,allegro,bimanual,mjwp_act,pick_spoon_bowl,0,pick_spoon_bowl/0,0.07154611150231517,0.4044459520463326,0.12899846419713465,0.014093758807495697,0.7109470696688612,0.097944834423804,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,pick_spoon_bowl,2,pick_spoon_bowl/2,0.04178229286087181,0.25125613760865384,0.07042559635519463,0.013138989366548984,0.4727089926218399,0.029803282595467766,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,lift_board,3,lift_board/3,0.015868817977438998,0.08235334114335634,0.015868817977438998,8.411193025919326e-06,0.08235334114335634,0.0001560749305632951,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,lift_board,4,lift_board/4,0.01469891496999729,0.06099537265462122,0.01469891496999729,8.411315226264065e-06,0.06099537265462122,0.00015607556389682264,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,lift_board,1,lift_board/1,0.011384408133910494,0.05925176692196218,0.011384408133910494,8.411223061566271e-06,0.05925176692196218,0.00015607510052432564,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,lift_board,0,lift_board/0,0.017852616035976387,0.11206421859038565,0.017852616035976387,8.411204469454341e-06,0.11206421859038565,0.0001560749880547278,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,lift_board,2,lift_board/2,0.014173503575968908,0.07256923314006809,0.014173503575968908,8.411240860988956e-06,0.07256923314006809,0.00015607507276079827,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,pour_tube,3,pour_tube/3,0.03911140727887195,0.29993886510396284,0.04144339454122577,0.03677942001651813,0.16699031035615997,0.4328874198517657,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,pour_tube,4,pour_tube/4,0.04367319910357112,0.3684437997177291,0.04965753616825493,0.037688862038887314,0.2689268592880327,0.4679607401474255,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,pour_tube,1,pour_tube/1,0.0480936171917367,0.43166349999063736,0.0607285205943944,0.035458713789079,0.33107308810890795,0.5322539118723667,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,pour_tube,0,pour_tube/0,0.04042536406576275,0.3411670277399591,0.04763003207475156,0.03322069605677394,0.237765731148132,0.4445683243317862,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,pour_tube,2,pour_tube/2,0.04076610000365493,0.3562142187570677,0.04851048440284972,0.03302171560446014,0.2228920334909364,0.48953640402319903,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,wipe_board,3,wipe_board/3,0.007173255849572147,0.053577620938155886,0.007173255849572147,0.006868437414658814,0.053577620938155886,0.0106511039412259,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,wipe_board,4,wipe_board/4,0.00817194863258939,0.06893513880522535,0.00817194863258939,0.009632461382216519,0.06893513880522535,0.05692601103320417,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,wipe_board,1,wipe_board/1,0.006542987759025355,0.05119957855970032,0.006542987759025355,0.006690754564982616,0.05119957855970032,0.04516624827788027,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,wipe_board,0,wipe_board/0,0.005055846645763971,0.05860583690580383,0.005055846645763971,0.002676753492668541,0.05860583690580383,0.01305418688563758,True,0.1,0.5
oakink,allegro,bimanual,mjwp_act,wipe_board,2,wipe_board/2,0.006185013255942815,0.059185957999823804,0.006185013255942815,0.004558483468242241,0.059185957999823804,0.020810667787743275,True,0.1,0.5
