dataset,robot_type,embodiment_type,data_type,task,data_id,obj_pos_err,obj_quat_err,success,pos_err_threshold,quat_err_threshold,total_attempts,successful_attempts,success_rate,avg_pos_err,std_pos_err,avg_quat_err,std_quat_err,timestamp
oakink,allegro,bimanual,mjwp,uncap_alcohol_burner,0,0.0223813433667444,0.7814538244190592,False,0.1,0.6,1,0,0.0,0.0223813433667444,0.0,0.7814538244190592,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,uncap_alcohol_burner,1,0.0121764357760738,0.5232507310923629,True,0.1,0.6,1,1,1.0,0.0121764357760738,0.0,0.5232507310923629,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,stir_beaker,0,0.0287506849346092,0.3218527735080048,True,0.1,0.6,1,1,1.0,0.0287506849346092,0.0,0.3218527735080048,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,stir_beaker,1,0.089215901483188,0.9039982716736258,False,0.1,0.6,1,0,0.0,0.089215901483188,0.0,0.9039982716736258,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,unplug,0,0.0135196978273179,0.1871050410782162,True,0.1,0.6,1,1,1.0,0.0135196978273179,0.0,0.1871050410782162,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,unplug,1,0.0372924693224141,0.3650358689795932,True,0.1,0.6,1,1,1.0,0.0372924693224141,0.0,0.3650358689795932,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,pick_spoon_bowl,0,0.0584901636722309,0.9616620820849796,False,0.1,0.6,1,0,0.0,0.0584901636722309,0.0,0.9616620820849796,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,pick_spoon_bowl,1,0.0266150809930287,0.300373656469684,True,0.1,0.6,1,1,1.0,0.0266150809930287,0.0,0.300373656469684,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,lift_board,0,0.0164294785559188,0.1423550141375351,True,0.1,0.6,1,1,1.0,0.0164294785559188,0.0,0.1423550141375351,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,lift_board,1,0.0112728600588014,0.0960501418390907,True,0.1,0.6,1,1,1.0,0.0112728600588014,0.0,0.0960501418390907,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,pour_tube,0,0.0439827488887944,0.7248969229289636,False,0.1,0.6,1,0,0.0,0.0439827488887944,0.0,0.7248969229289636,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,pour_tube,1,0.10484571063438,1.998327245068653,False,0.1,0.6,1,0,0.0,0.10484571063438,0.0,1.998327245068653,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,wipe_board,0,0.0205281358609019,0.5174576625251381,True,0.1,0.6,1,1,1.0,0.0205281358609019,0.0,0.5174576625251381,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp,wipe_board,1,0.0205281358609019,0.5174576625251381,True,0.1,0.6,1,1,1.0,0.0205281358609019,0.0,0.5174576625251381,0.0,2026-01-27 20:13:35
oakink,allegro,bimanual,mjwp_act,uncap_alcohol_burner,3,0.03386397425930625,0.1258293058997982,True,0.1,0.5,1,1,1.0,0.03386397425930625,0.0,0.1258293058997982,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,uncap_alcohol_burner,4,0.021127453463063918,0.1563823400632957,True,0.1,0.5,1,1,1.0,0.021127453463063918,0.0,0.1563823400632957,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,uncap_alcohol_burner,1,0.026867301544950973,0.25131981516457136,True,0.1,0.5,1,1,1.0,0.026867301544950973,0.0,0.25131981516457136,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,uncap_alcohol_burner,0,0.031880620617629744,0.18370751116814352,True,0.1,0.5,1,1,1.0,0.031880620617629744,0.0,0.18370751116814352,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,uncap_alcohol_burner,2,0.023875863340879086,0.1478315411738809,True,0.1,0.5,1,1,1.0,0.023875863340879086,0.0,0.1478315411738809,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,stir_beaker,3,0.03442087834772277,0.4399501621797106,True,0.1,0.5,1,1,1.0,0.03442087834772277,0.0,0.4399501621797106,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,stir_beaker,4,0.11504191988059745,0.5985823562256595,False,0.1,0.5,1,0,0.0,0.11504191988059745,0.0,0.5985823562256595,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,stir_beaker,1,0.04555766206159045,0.3524026985276834,True,0.1,0.5,1,1,1.0,0.04555766206159045,0.0,0.3524026985276834,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,stir_beaker,0,0.0452410700296903,0.4034239915424881,True,0.1,0.5,1,1,1.0,0.0452410700296903,0.0,0.4034239915424881,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,stir_beaker,2,0.04595141090306545,0.3579417800483322,True,0.1,0.5,1,1,1.0,0.04595141090306545,0.0,0.3579417800483322,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,unplug,3,0.03697854240842097,0.22830891294216007,True,0.1,0.5,1,1,1.0,0.03697854240842097,0.0,0.22830891294216007,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,unplug,4,0.07062333944601719,0.49986097898328563,True,0.1,0.5,1,1,1.0,0.07062333944601719,0.0,0.49986097898328563,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,unplug,1,0.049971898792461056,0.8294867003469661,False,0.1,0.5,1,0,0.0,0.049971898792461056,0.0,0.8294867003469661,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,unplug,0,0.02092903679603095,0.36936655341139807,True,0.1,0.5,1,1,1.0,0.02092903679603095,0.0,0.36936655341139807,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,unplug,2,0.04653121769231796,0.28882448840908276,True,0.1,0.5,1,1,1.0,0.04653121769231796,0.0,0.28882448840908276,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pick_spoon_bowl,3,0.0384192825007159,1.3096721201968664,False,0.1,0.5,1,0,0.0,0.0384192825007159,0.0,1.3096721201968664,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pick_spoon_bowl,4,0.031814105685583106,1.3063392244884149,False,0.1,0.5,1,0,0.0,0.031814105685583106,0.0,1.3063392244884149,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pick_spoon_bowl,1,0.027013826165009948,1.1535033190112458,False,0.1,0.5,1,0,0.0,0.027013826165009948,0.0,1.1535033190112458,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pick_spoon_bowl,0,0.07154611150231517,0.4044459520463326,True,0.1,0.5,1,1,1.0,0.07154611150231517,0.0,0.4044459520463326,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pick_spoon_bowl,2,0.04178229286087181,0.25125613760865384,True,0.1,0.5,1,1,1.0,0.04178229286087181,0.0,0.25125613760865384,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,lift_board,3,0.015868817977438998,0.08235334114335634,True,0.1,0.5,1,1,1.0,0.015868817977438998,0.0,0.08235334114335634,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,lift_board,4,0.01469891496999729,0.06099537265462122,True,0.1,0.5,1,1,1.0,0.01469891496999729,0.0,0.06099537265462122,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,lift_board,1,0.011384408133910494,0.05925176692196218,True,0.1,0.5,1,1,1.0,0.011384408133910494,0.0,0.05925176692196218,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,lift_board,0,0.017852616035976387,0.11206421859038565,True,0.1,0.5,1,1,1.0,0.017852616035976387,0.0,0.11206421859038565,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,lift_board,2,0.014173503575968908,0.07256923314006809,True,0.1,0.5,1,1,1.0,0.014173503575968908,0.0,0.07256923314006809,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pour_tube,3,0.03911140727887195,0.29993886510396284,True,0.1,0.5,1,1,1.0,0.03911140727887195,0.0,0.29993886510396284,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pour_tube,4,0.04367319910357112,0.3684437997177291,True,0.1,0.5,1,1,1.0,0.04367319910357112,0.0,0.3684437997177291,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pour_tube,1,0.0480936171917367,0.43166349999063736,True,0.1,0.5,1,1,1.0,0.0480936171917367,0.0,0.43166349999063736,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pour_tube,0,0.04042536406576275,0.3411670277399591,True,0.1,0.5,1,1,1.0,0.04042536406576275,0.0,0.3411670277399591,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,pour_tube,2,0.04076610000365493,0.3562142187570677,True,0.1,0.5,1,1,1.0,0.04076610000365493,0.0,0.3562142187570677,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,wipe_board,3,0.007173255849572147,0.053577620938155886,True,0.1,0.5,1,1,1.0,0.007173255849572147,0.0,0.053577620938155886,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,wipe_board,4,0.00817194863258939,0.06893513880522535,True,0.1,0.5,1,1,1.0,0.00817194863258939,0.0,0.06893513880522535,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,wipe_board,1,0.006542987759025355,0.05119957855970032,True,0.1,0.5,1,1,1.0,0.006542987759025355,0.0,0.05119957855970032,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,wipe_board,0,0.005055846645763971,0.05860583690580383,True,0.1,0.5,1,1,1.0,0.005055846645763971,0.0,0.05860583690580383,0.0,2026-02-02 16:10:52
oakink,allegro,bimanual,mjwp_act,wipe_board,2,0.006185013255942815,0.059185957999823804,True,0.1,0.5,1,1,1.0,0.006185013255942815,0.0,0.059185957999823804,0.0,2026-02-02 16:10:52
