dataset,robot_type,embodiment_type,data_type,task,data_id,obj_pos_err,obj_quat_err,success,pos_err_threshold,quat_err_threshold,total_attempts,successful_attempts,success_rate,avg_pos_err,std_pos_err,avg_quat_err,std_quat_err,timestamp
oakink,schunk,bimanual,mjwp,uncap_alcohol_burner,1,0.014336027519294,0.1027216178807142,True,0.1,0.6,1,1,1.0,0.014336027519294,0.0,0.1027216178807142,0.0,2026-01-27 18:26:31
oakink,schunk,bimanual,mjwp,stir_beaker,1,0.0914045178620688,1.316107641556587,False,0.1,0.6,1,0,0.0,0.0914045178620688,0.0,1.316107641556587,0.0,2026-01-27 18:26:31
oakink,schunk,bimanual,mjwp,unplug,1,0.0111424115538471,0.1761164428772237,True,0.1,0.6,1,1,1.0,0.0111424115538471,0.0,0.1761164428772237,0.0,2026-01-27 18:26:31
oakink,schunk,bimanual,mjwp,pick_spoon_bowl,1,0.0314639141283113,0.767400889151879,False,0.1,0.6,1,0,0.0,0.0314639141283113,0.0,0.767400889151879,0.0,2026-01-27 18:26:31
oakink,schunk,bimanual,mjwp,lift_board,1,0.0377962192270715,0.1801965334939143,True,0.1,0.6,1,1,1.0,0.0377962192270715,0.0,0.1801965334939143,0.0,2026-01-27 18:26:31
oakink,schunk,bimanual,mjwp,pour_tube,1,0.0821988485437339,1.356868236472213,False,0.1,0.6,1,0,0.0,0.0821988485437339,0.0,1.356868236472213,0.0,2026-01-27 18:26:31
oakink,schunk,bimanual,mjwp,wipe_board,1,0.0255439057327428,0.4987426415968993,True,0.1,0.6,1,1,1.0,0.0255439057327428,0.0,0.4987426415968993,0.0,2026-01-27 18:26:31
oakink,schunk,bimanual,mjwp_act,uncap_alcohol_burner,3,0.026153152756831274,0.5749314496130151,False,0.1,0.5,1,0,0.0,0.026153152756831274,0.0,0.5749314496130151,0.0,2026-02-02 16:10:53
oakink,schunk,bimanual,mjwp_act,uncap_alcohol_burner,4,0.046823370101013,0.1751035726937326,True,0.1,0.5,1,1,1.0,0.046823370101013,0.0,0.1751035726937326,0.0,2026-02-02 16:10:53
oakink,schunk,bimanual,mjwp_act,uncap_alcohol_burner,1,0.04950522594654349,0.19240311757891718,True,0.1,0.5,1,1,1.0,0.04950522594654349,0.0,0.19240311757891718,0.0,2026-02-02 16:10:53
oakink,schunk,bimanual,mjwp_act,uncap_alcohol_burner,0,0.031124836114891884,0.37297980677219433,True,0.1,0.5,1,1,1.0,0.031124836114891884,0.0,0.37297980677219433,0.0,2026-02-02 16:10:53
